"public_traded","ticker","exchange","market_cap","revenue","no_employes","founding_date","location","related_domains","domain"
"No",NA,NA,NA,NA,NA,"1992","Philadelphia, Pennsylvania, United States","anthropologie.com, bhldn.com, terrain.com, anthropologie.eu, anthropologie.co.uk, anthropologie.de, anthropologie.fr, anthropologie.it, anthropologie.es, anthropologie.nl, anthropologie.be, anthropologie.lu, anthropologie.at, anthropologie.ch, anthropologie.dk, anthropologie.fi, anthropologie.gr, anthropologie.ie, anthropologie.pt, anthropologie.se, anthropologie.no, anthropologie.cz, anthropologie.hu, anthropologie.pl, anthropologie.ro, anthropologie.sk, anthropologie.si, anthropologie.hr, anthropologie.bg, anthropologie.rs, anthropologie.mk, anthropologie.ba, anthropologie.me, anthropologie.al, anthropologie.kz, anthropologie.uz, anthropologie.kg, anthropologie.tj, anthropologie.tm, anthropologie.az, anthropologie.ge, anthropologie.am, anthropologie.by, anthropologie.ua, anthropologie.md, anthropologie.ru, anthropologie.cn, anthropologie.jp, anthropologie.kr, anthropologie.tw, anthropologie.hk, anthropologie.sg, anthropologie.my, anthropologie.id, anthropologie.th, anthropologie.ph, anthropologie.vn, anthropologie.la, anthropologie.co, anthropologie.cl, anthropologie.pe, anthropologie.ar, anthropologie.uy, anthropologie.br, anthropologie.mx","anthropologie.com"
"Yes","2357","Taiwan Stock Exchange","$24.37B","$11.7B","5,000","1989","Taipei, Taiwan","asus.com, zenfone.com, rog.asus.com, tuf.asus.com, proart.asus.com, asuswrt.com, asuswebstorage.com, asuscloud.com, asus.net, asusteK.com, asus.de, asus.fr, asus.es, asus.it, asus.co.uk, asus.ru, asus.jp, asus.cn, asus.com.tw, asus.com.hk, asus.com.sg, asus.com.my, asus.com.ph, asus.com.vn, asus.com.id, asus.com.th, asus.com.co, asus.com.mx, asus.com.br, asus.com.ar, asus.com.pe, asus.com.cl","asus.com"
"No",NA,NA,NA,NA,NA,"1973","Irving, Texas, U.S.","michaels.com, michaelsstores.com, michaelscraftstores.com, michaelskids.com, makebreakremake.com, createwithmichaels.com, michaels.ca","michaels.com"
"No",NA,NA,NA,NA,NA,"1979","Ingolstadt, Germany","mediamarkt.de, mediamarkt.at, mediamarkt.ch, mediamarkt.nl, mediamarkt.be, mediamarkt.lu, mediamarkt.it, mediamarkt.es, mediamarkt.pt, mediamarkt.se, mediamarkt.dk, mediamarkt.no, mediamarkt.fi, mediamarkt.hu, mediamarkt.pl, mediamarkt.cz, mediamarkt.sk, mediamarkt.ro, mediamarkt.bg, mediamarkt.gr, mediamarkt.cy, mediamarkt.mt, mediamarkt.com.tr, mediamarkt.ae, mediamarkt.sa, mediamarkt.qa, mediamarkt.kw, mediamarkt.bh, mediamarkt.om, mediamarkt.jo, mediamarkt.lb, mediamarkt.iq, mediamarkt.sy, mediamarkt.ps, mediamarkt.ye, mediamarkt.dz, mediamarkt.tn, mediamarkt.ma, mediamarkt.ly, mediamarkt.eg, mediamarkt.sd, mediamarkt.ss, mediamarkt.et, mediamarkt.ke, mediamarkt.ug, mediamarkt.tz, mediamarkt.rw, mediamarkt.bi, mediamarkt.zm, mediamarkt.zw, mediamarkt.bw, mediamarkt.na, mediamarkt.za, mediamarkt.mg, mediamarkt.mu, mediamarkt.re, mediamarkt.yt, mediamarkt.nc, mediamarkt.pf, mediamarkt.wf, mediamarkt.vu, mediamarkt.fj, mediamarkt.to, mediamarkt.ws, mediamarkt.ck, mediamarkt.nu, mediamarkt.tk, mediamarkt.tv, mediamarkt.ki, mediamarkt.fm, mediamarkt.mh, mediamarkt.pw, mediamarkt.gu, mediamarkt.mp, mediamarkt.nr, mediamarkt.um, mediamarkt.as, mediamarkt.cx, mediamarkt.cc, mediamarkt.io, mediamarkt.me, mediamarkt.gs, mediamarkt.vg, mediamarkt.sh, mediamarkt.ac, mediamarkt.co.uk, mediamarkt.ie","mediamarkt.de"
"No",NA,NA,NA,NA,NA,"2010","Paris, France","bjs.com, bjswholesale.com, bjsservices.com, bjsmembership.com, bjscareers.com","bjs.com"
"No",NA,NA,NA,NA,NA,"1999","Las Vegas, Nevada, United States","zappos.com, zappos.co.uk, zappos.de, zappos.fr, zappos.it, zappos.es, zappos.jp, zappos.ca, zappos.com.au, zappos.co.nz","zappos.com"
"Yes","BBBY","NASDAQ","$1.17B","$1.26B","32,000","1971","Union, New Jersey","bedbathandbeyond.com, buybuybaby.com, worldmarket.com, facevaluestores.com, christopherandbanks.com","bedbathandbeyond.com"
"Yes","BIG","NYSE","$1.65B","$5.8B","33,000","1967","Columbus, OH","biglots.com, biglotscareers.com, biglots.jobs, biglots.net, biglot.com, biglots.ca, biglots.mx, biglots.co.uk, biglots.de, biglots.fr, biglots.es, biglots.it, biglots.nl, biglots.be, biglots.lu, biglots.at, biglots.ch, biglots.se, biglots.no, biglots.dk, biglots.fi, biglots.ee, biglots.lv, biglots.lt, biglots.pl, biglots.cz, biglots.sk, biglots.hu, biglots.ro, biglots.bg, biglots.rs, biglots.hr, biglots.si, biglots.ba, biglots.me, biglots.mk, biglots.al, biglots.gr, biglots.cy, biglots.mt, biglots.ie, biglots.uk, biglots.es, biglots.it, biglots.nl, biglots.be, biglots.lu, biglots.at, biglots.ch, biglots.se, biglots.no, biglots.dk, biglots.fi, biglots.ee, biglots.lv, biglots.lt, biglots.pl, biglots.cz, biglots.sk, biglots.hu, biglots.ro, biglots.bg, biglots.rs, biglots.hr, biglots.si, biglots.ba, biglots.me, biglots.mk, biglots.al, biglots.gr, biglots.cy, biglots.mt, biglots.ie, biglots.uk","biglots.com"
"Yes","6752","Tokyo Stock Exchange","$20.8 billion","$66.9 billion",NA,"1918","Osaka, Japan","panasonic.com, panasonic.net, panasonic.eu, panasonic.cn, panasonic.com.sg, panasonic.com.au, panasonic.co.in, panasonic.co.th, panasonic.com.my, panasonic.com.ph","panasonic.com"
"No",NA,NA,NA,NA,NA,"1924","Oak Brook, Illinois, U.S.","acehardware.com, acehardwarepro.com, acehardwareoutlet.com, acehardwarecareers.com, acehardwarefoundation.org, acehardware.ca, acehardware.com.mx","acehardware.com"
"No",NA,NA,NA,NA,NA,"1999","Brussels, Belgium","eurlex.europa.eu, ec.europa.eu, europa.eu","euro.com.pl"
"Yes","LULU","NASDAQ",NA,NA,"18,400","1998","Vancouver, Canada","lululemon.com, lululemonathletica.com, lululemonlab.com, ivivva.com, mirrorhomefitness.com, omsignal.com, stralahome.com, thesweatlife.com, lululemon.ca, lululemon.co.uk, lululemon.eu, lululemon.de, lululemon.fr, lululemon.it, lululemon.es, lululemon.nl, lululemon.be, lululemon.se, lululemon.dk, lululemon.no, lululemon.fi, lululemon.at, lululemon.ch, lululemon.hk, lululemon.sg, lululemon.tw, lululemon.jp, lululemon.kr, lululemon.cn, lululemon.com.au, lululemon.nz","lululemon.com"
"No",NA,NA,NA,NA,NA,"1973","New York City, New York","bhphotovideo.com, bhphotovideo.ca, bhphotovideo.co.uk, bhphotovideo.de, bhphotovideo.fr, bhphotovideo.es, bhphotovideo.it","bhphotovideo.com"
"No",NA,NA,NA,NA,NA,"1949","San Francisco, California","potterybarn.com, potterybarnkids.com, west elm.com, williamssonoma.com, rejuvenation.com, markandgraham.com","potterybarn.com"
"No",NA,NA,NA,NA,NA,"1924","Dallas, Texas, U.S.","zales.com, zalesoutlet.com, zalescanada.ca","zales.com"
"Yes","WMT","NYSE","$414.59B","$572.75B","2.3 million","1962","Bentonville, Arkansas","walmart.com, samsclub.com, jet.com, hayneedle.com, modcloth.com, shoes.com, bonobos.com, moosejaw.com, allswellhome.com, art.com, zulily.com","walmart.ca"
"No",NA,NA,NA,NA,NA,"1934","Medford, Oregon","harryanddavid.com","harryanddavid.com"
"No",NA,NA,NA,NA,NA,"2016","Redwood City, California","build.com","build.com"
"No",NA,NA,NA,NA,NA,"1986","Framingham, Massachusetts","staples.com, staplesconnect.com, staplesadvantage.com, staplesprint.com, staplesbusinessadvantage.com, staples.ca, staples.com.mx, staples.com.au, staples.co.nz","staples.com"
"Yes","JD.","London Stock Exchange","£1.2 billion","£2.3 billion","18,000","1981","Chadderton, Oldham, United Kingdom","jdsports.co.uk, jdsports.com, sizeer.com, offspring.co.uk, scottsmenswear.com, mcsport.co.uk, gooutdoors.co.uk, blacks.co.uk, millets.co.uk, ferriswheel.co.uk, footpatrol.com, theathletesfoot.co.uk, athleasuremag.com, size.co.uk, sizeer.pl, jdsports.pt, jdsports.ie, jdsports.fr, jdsports.es, jdsports.de, jdsports.nl, jdsports.be, jdsports.at, jdsports.lu, jdsports.se, jdsports.fi, jdsports.dk, jdsports.no, jdsports.hu, jdsports.cz, jdsports.sk, jdsports.hr, jdsports.si, jdsports.ro, jdsports.bg, jdsports.gr, jdsports.cy, jdsports.mt, jdsports.ee, jdsports.lv, jdsports.lt, jdsports.by, jdsports.ua, jdsports.kz, jdsports.ru, jdsports.com.tr, jdsports.ae, jdsports.sa, jdsports.qa, jdsports.bh, jdsports.kw, jdsports.om, jdsports.jo, jdsports.lb, jdsports.iq, jdsports.sy, jdsports.ps, jdsports.ye, jdsports.dz, jdsports.tn, jdsports.ma, jdsports.ly, jdsports.eg, jdsports.sd, jdsports.ss, jdsports.et, jdsports.ke, jdsports.tz, jdsports.ug, jdsports.rw, jdsports.bi, jdsports.cd, jdsports.zm, jdsports.mw, jdsports.mz, jdsports.na, jdsports.bw, jdsports.ls, jdsports.sz, jdsports.za, jdsports.co.zw, jdsports.com.au, jdsports.nz, jdsports.ph, jdsports.sg, jdsports.my, jdsports.th, jdsports.id, jdsports.vn, jdsports.kh, jdsports.la, jdsports.mm, jdsports.bn, jdsports.cn, jdsports.jp, jdsports.kr, jdsports.tw, jdsports.hk, jdsports.mo, jdsports.com.hk","jdsports.co.uk"
"No",NA,NA,NA,NA,NA,"1949","Tokyo, Japan","rei.com","rei.com"
"Yes","RL","NYSE","$10.31B","$6.2B","24,000","1967","New York City, NY","ralphlauren.com, clubmonaco.com, double rl.com, rlmedia.com, laurenhome.com","ralphlauren.com"
"Yes","BPRO","NYSE","$5.11B","$7.45B","25,000","1972","Springfield, Missouri","basspro.com, cabelas.com, whitetailproperties.com, bigcedar.com, trackerboats.com, rangerboats.com, nitro.com, makoboats.com, attwoodmarine.com, marinemetalcraft.com, crestliner.com, lundboats.com, princecraft.com, smokercraft.com, starcraft.com, scarabboats.com, bostonwhaler.com, nautique.com, tige.com, centurionboats.com, supremeboats.com, moomba.com, malibuboats.com, axiswake.com, cobaltboats.com, regalboats.com, fourwinns.com, chaparralboats.com, stingrayboats.com, seahuntboats.com, bayliner.com, maxumboats.com, quicksilverboats.com, raymarine.com, lowrance.com, simradyachting.com, bnn.com, boatersworld.com, westmarine.com, tacklewarehouse.com, sportsmansguide.com, campchef.com, eureka.com, coleman.com, ozarktrail.com, pennfishing.com, berkleyfishing.com, spiderwire.com, quantumfishing.com, pfluegerfishing.com, mitchellfishing.com, abugarcia.com, st croix rods.com, g.loomis.com, fenwickfishing.com, shimano.com, daiwa.com, okumafishing.com, 13fishing.com, lews.com, abu garcia.com, berkley.com, spiderwirefishing.com, quantumfishing.com, pfluegerfishing.com, mitchellfishing.com, cabelas.ca, basspro.ca","basspro.com"
"No",NA,NA,NA,NA,NA,"1996","Perris, California, United States","iherb.com, iherb.ca, iherb.co.uk, iherb.de, iherb.fr, iherb.it, iherb.es, iherb.nl, iherb.be, iherb.se, iherb.dk, iherb.fi, iherb.no, iherb.pl, iherb.cz, iherb.hu, iherb.sk, iherb.ro, iherb.bg, iherb.gr, iherb.cy, iherb.mt, iherb.lu, iherb.li, iherb.ch, iherb.at, iherb.si, iherb.hr, iherb.ba, iherb.rs, iherb.mk, iherb.al, iherb.me, iherb.xk, iherb.ge, iherb.am, iherb.az, iherb.kz, iherb.kg, iherb.tj, iherb.tm, iherb.uz, iherb.cn, iherb.hk, iherb.sg, iherb.my, iherb.th, iherb.id, iherb.ph, iherb.vn, iherb.kh, iherb.la, iherb.mm, iherb.bd, iherb.np, iherb.lk, iherb.mv, iherb.sc, iherb.mu, iherb.mg, iherb.re, iherb.yt, iherb.pf, iherb.nc, iherb.wf, iherb.vu, iherb.fj, iherb.to, iherb.ws, iherb.ki, iherb.nr, iherb.gu, iherb.mp, iherb.pw, iherb.fm, iherb.mh, iherb.um, iherb.as, iherb.pn, iherb.ck, iherb.nu, iherb.tk, iherb.tv, iherb.wf","iherb.com"
"Yes","KORS","NYSE","$4.38B","$4.71B","13,700","1981","New York City, New York","michaelkors.com, kors.com, michaelkors.co.uk, michaelkors.de, michaelkors.fr, michaelkors.it, michaelkors.es, michaelkors.jp, michaelkors.cn, michaelkors.com.hk, michaelkors.com.au, michaelkors.sg, michaelkors.my, michaelkors.co.th, michaelkors.co.id, michaelkors.ph, michaelkors.vn, michaelkors.co.kr, michaelkors.tw, michaelkors.com.mx, michaelkors.cl, michaelkors.com.co, michaelkors.com.pe, michaelkors.com.ar, michaelkors.com.br, michaelkors.com.uy, michaelkors.com.ec, michaelkors.com.pa, michaelkors.com.do, michaelkors.com.sv, michaelkors.com.gt, michaelkors.com.hn, michaelkors.com.ni, michaelkors.com.cr, michaelkors.com.bo, michaelkors.com.py, michaelkors.com.ve, michaelkors.com.co, michaelkors.com.pe, michaelkors.com.ar, michaelkors.com.br, michaelkors.com.uy, michaelkors.com.ec, michaelkors.com.pa, michaelkors.com.do, michaelkors.com.sv, michaelkors.com.gt, michaelkors.com.hn, michaelkors.com.ni, michaelkors.com.cr, michaelkors.com.bo, michaelkors.com.py, michaelkors.com.ve","michaelkors.com"
"No",NA,NA,NA,NA,NA,"2006","New York City, New York","madewell.com, madewell.co.uk, madewell.ca, madewell.eu, madewell.jp","madewell.com"
"Yes","CVS","NYSE","$136.16B","$292.11B","300,000","1963","Woonsocket, Rhode Island","cvs.com, caremark.com, cvscaremark.com, minuteclinic.com, navitus.com, procarehealth.com, cvs.net, cvs.org, cvshealth.com, cvscaremarkmailorder.com, cvscaremark.net, cvscaremark.org, cvshealth.net, cvshealth.org, cvs.ca, cvs.co.uk, cvs.com.au, cvs.de, cvs.es, cvs.fr, cvs.it, cvs.jp, cvs.nl, cvs.pl, cvs.pt, cvs.ru, cvs.se, cvs.com.tr","cvs.com"
"No",NA,NA,NA,NA,NA,"1996","San Francisco, California","kay.com","kay.com"
"Yes","JBH","ASX","$5.49B","$8.68B","10,000","1974","Melbourne, Australia","jbhhifi.com.au, thegoodguys.com.au, jbhifionline.com.au, jbhhificommercial.com.au, jbhificommercial.co.nz, jbhifi.co.nz, jbhifionline.co.nz","jbhifi.com.au"
"No",NA,NA,NA,NA,NA,"1902","Fargo, North Dakota","scheels.com","scheels.com"
"Yes","W","NYSE","$12.71B","$13.7B","18,000","2002","Boston, MA","wayfair.com, jossandmain.com, allmodern.com, birchlane.com, perigold.com, and others","wayfair.co.uk"
"No",NA,NA,NA,NA,NA,"1849","Nottingham, England","boots.com, bootsopticians.com, no7beauty.com, botanics.com, naturalcollection.com, soltan.co.uk, halogency.com, no7men.co.uk, lizlearlebeautyco.com, murrays.co.uk, dhc.co.uk, feelunique.com, lookfantastic.com, beautyexpert.com, skincity.se, kosmo.no, eleven.dk, tradeinn.com, trekkinn.com, bikeinn.com, snowinn.com, runnerinn.com, alltricks.com, bike24.net, wiggles.com, chainreactioncycles.com, fahrrad.de, bikecomponents.de, fahrrad.at, bikester.at, brügelmann.de, addnature.de, campz.de, fahrrad.ch, bikecomponents.ch, brügelmann.ch, addnature.ch, campz.ch, fahrrad.it, bikecomponents.it, brügelmann.it, addnature.it, campz.it, fahrrad.fr, bikecomponents.fr, brügelmann.fr, addnature.fr, campz.fr, fahrrad.es, bikecomponents.es, brügelmann.es, addnature.es, campz.es, fahrrad.pt, bikecomponents.pt, brügelmann.pt, addnature.pt, campz.pt, fahrrad.nl, bikecomponents.nl, brügelmann.nl, addnature.nl, campz.nl, fahrrad.be, bikecomponents.be, brügelmann.be, addnature.be, campz.be, fahrrad.lu, bikecomponents.lu, brügelmann.lu, addnature.lu, campz.lu, fahrrad.pl, bikecomponents.pl, brügelmann.pl, addnature.pl, campz.pl, fahrrad.cz, bikecomponents.cz, brügelmann.cz, addnature.cz, campz.cz, fahrrad.sk, bikecomponents.sk, brügelmann.sk, addnature.sk, campz.sk, fahrrad.hu, bikecomponents.hu, brügelmann.hu, addnature.hu, campz.hu, fahrrad.ro, bikecomponents.ro, brügelmann.ro, addnature.ro, campz.ro, fahrrad.bg, bikecomponents.bg, brügelmann.bg, addnature.bg, campz.bg, fahrrad.gr, bikecomponents.gr, brügelmann.gr, addnature.gr, campz.gr, fahrrad.cy, bikecomponents.cy, brügelmann.cy, addnature.cy, campz.cy, fahrrad.mt, bikecomponents.mt, brügelmann.mt, addnature.mt, campz.mt, fahrrad.hr, bikecomponents.hr, brügelmann.hr, addnature.hr, campz.hr, fahrrad.si, bikecomponents.si, brügelmann.si, addnature.si, campz.si, fahrrad.ba, bikecomponents.ba, brügelmann.ba, addnature.ba, campz.ba, fahrrad.rs, bikecomponents.rs, brügelmann.rs, addnature.rs, campz.rs, fahrrad.mk, bikecomponents.mk, brügelmann.mk, addnature.mk, campz.mk, fahrrad.al, bikecomponents.al, brügelmann.al, addnature.al, campz.al, fahrrad.me, bikecomponents.me, brügelmann.me, addnature.me, campz.me","boots.com"
"No",NA,NA,NA,NA,NA,"1974","Charlottesville, Virginia","crutchfield.com, crutchfield.ca, crutchfield.co.uk","crutchfield.com"
"No",NA,NA,NA,NA,NA,"1901","Seattle, Washington","nordstromrack.com","nordstromrack.com"
"No",NA,NA,NA,NA,NA,"1941","New York City, New York","coachoutlet.com","coachoutlet.com"
"No",NA,NA,NA,NA,NA,"2003","Montreal, Canada","ssense.com, ssense.ca, ssense.com.cn, ssense.fr, ssense.de, ssense.it, ssense.co.uk, ssense.jp, ssense.us","ssense.com"
"No",NA,NA,NA,NA,NA,"1949","Hamburg, Germany","tchibo.com, tchibo.de, tchibocoffee.com, tchiboshop.de, eduscho.de, cafissimo.de, qbo.de, tchibomobil.de, heimatgut.de, tchibohome.de, tchibostyle.de, tchiboliving.de, tchibotravel.de, tchibofinanz.de, tchiboenergie.de, tchiboversicherungen.de, tchiboreisen.de, tchiboimmobilien.de, tchiboauto.de, tchibogesundheit.de, tchiboapotheke.de, tchibooptik.de, tchiboakustik.de, tchibodental.de, tchibopflege.de, tchibokosmetik.de, tchiboparfuem.de, tchiboschmuck.de, tchibouhren.de, tchibogeschenke.de, tchibospielwaren.de, tchibokinder.de, tchibobaby.de, tchibofamilie.de, tchibohaushalt.de, tchibogarten.de, tchibotierwelt.de, tchibohobby.de, tchibofreizeit.de, tchibosport.de, tchibooutdoor.de, tchibofitness.de, tchibowellness.de, tchiboernaehrung.de, tchibogesundheitsnahrung.de, tchibodiaet.de, tchiboabnehmen.de, tchiboschoenheit.de, tchibowellness.de, tchibolifestyle.de, tchibotrends.de, tchiboneuheiten.de, tchibosale.de, tchibooutlet.de, tchibosecondhand.de, tchibovintage.de, tchiboretro.de, tchibonostalgie.de, tchibokult.de, tchiboklassiker.de, tchiboikonen.de, tchibolegenden.de, tchibomythen.de, tchibosagen.de, tchibogeschichten.de, tchiboerzaehlungen.de, tchiboanekdoten.de, tchibowitze.de, tchibohumor.de, tchibounterhaltung.de, tchibospaß.de, tchibofreude.de, tchiboglueck.de, tchiboliebe.de, tchibofreundschaft.de, tchibofamilie.de, tchibozuhause.de, tchiboleben.de, tchibowelt.de","tchibo.de"
"No",NA,NA,NA,NA,NA,"1938","Little Rock, Arkansas","dillards.com","dillards.com"
"No",NA,NA,NA,NA,NA,"1969","Columbus, Ohio","dsw.com, dswinc.com, dswoutlet.com, dswdesigner.com, dswrewards.com, dsw.co.uk, dsw.ca, dsw.de, dsw.fr, dsw.it, dsw.es","dsw.com"
"Yes","HPQ","NYSE","$32.91B","$63.5B","51,000","1939","Palo Alto, California","hp.com, hp.com.cn, hp.com.mx","hp.com"
"No",NA,NA,NA,NA,NA,NA,"San Francisco, California","levi.com","levi.com"
"No",NA,NA,NA,NA,NA,"2013","San Francisco, California","reverb.com","reverb.com"
"No",NA,NA,NA,NA,NA,"1958","Eau Claire, Wisconsin, U.S.","menards.com","menards.com"
"No",NA,NA,NA,NA,NA,"1949","New York City, New York","jcrew.com, jcrewfactory.com, madewell.com","jcrew.com"
"No",NA,NA,NA,NA,NA,"1955","New York City, New York","westelm.com, westelmhome.com, westelmoutlet.com, westelmbusiness.com, westelmlocal.com, westelmtrade.com, westelm.ca, westelm.co.uk, westelm.de, westelm.fr, westelm.it, westelm.es, westelm.nl, westelm.be, westelm.at, westelm.ch, westelm.se, westelm.dk, westelm.fi, westelm.no, westelm.pl, westelm.cz, westelm.hu, westelm.ro, westelm.bg, westelm.gr, westelm.cy, westelm.mt, westelm.hr, westelm.si, westelm.sk, westelm.ee, westelm.lv, westelm.lt, westelm.ie, westelm.pt, westelm.lu, westelm.es, westelm.ch, westelm.se, westelm.dk, westelm.fi, westelm.no, westelm.pl, westelm.cz, westelm.hu, westelm.ro, westelm.bg, westelm.gr, westelm.cy, westelm.mt, westelm.hr, westelm.si, westelm.sk, westelm.ee, westelm.lv, westelm.lt, westelm.ie, westelm.pt, westelm.lu, westelm.es","westelm.com"
"No",NA,NA,NA,NA,NA,"1973","Ventura, California, United States","patagonia.com, patagoniaprovisions.com, wornwear.patagonia.com, patagonia.ca, patagonia.eu, patagonia.com.ar, patagonia.jp, patagonia.com.mx, patagonia.com.tr, patagonia.co.uk, patagonia.com.au, patagonia.se, patagonia.dk, patagonia.no, patagonia.fi, patagonia.de, patagonia.fr, patagonia.it, patagonia.es, patagonia.nl, patagonia.be, patagonia.at, patagonia.ch, patagonia.pl, patagonia.cz, patagonia.hu, patagonia.sk, patagonia.si, patagonia.hr, patagonia.bg, patagonia.ro, patagonia.gr, patagonia.cy, patagonia.pt, patagonia.ie","patagonia.com"
"No",NA,NA,NA,NA,NA,"1982","Hilliard, Ohio, U.S.","microcenter.com","microcenter.com"
"No",NA,NA,NA,NA,NA,"2005","San Francisco, California","brilliantearth.com, brilliantearth.co.uk, brilliantearth.ca, brilliantearth.com.au, brilliantearth.sg, brilliantearth.jp, brilliantearth.de, brilliantearth.es, brilliantearth.fr, brilliantearth.it, brilliantearth.nl, brilliantearth.se","brilliantearth.com"
"No",NA,NA,NA,NA,NA,"1970","Paris, France","sephora.com","sephora.com"
"No",NA,NA,NA,NA,NA,"1927","Cologne, Germany","rewe.de, rewegroup.com, reweonline.de, rewecenter.de, rewegroup.de, reweonline.com","rewe.de"
"Yes","UAA","NYSE",NA,NA,"16,000","1996","Baltimore, Maryland, U.S.","underarmour.com, ua.com, myfitnesspal.com, endomondo.com, mapmyfitness.com, uahealthbox.com, record.com, myfitnesspal.com, endomondo.com, mapmyfitness.com, uahealthbox.com, record.com","underarmour.com"
"Yes","ADSK","NASDAQ","$53.34B","$4.2B","13,200","1982","San Rafael, CA","autodesk.com, autodesk.co.uk, autodesk.de, autodesk.fr, autodesk.jp, autodesk.com.cn, autodesk.com.au, autodesk.co.kr, autodesk.com.sg, autodesk.com.mx, autodesk.com.tr, autodesk.com.br, autodesk.com.ar, autodesk.com.cl, autodesk.com.co, autodesk.com.pe, autodesk.com.ec, autodesk.com.uy, autodesk.com.ve, autodesk.com.do, autodesk.com.pa, autodesk.com.cr, autodesk.com.gt, autodesk.com.hn, autodesk.com.ni, autodesk.com.sv, autodesk.com.bo, autodesk.com.py, autodesk.com.pe, autodesk.com.ec, autodesk.com.uy, autodesk.com.ve, autodesk.com.do, autodesk.com.pa, autodesk.com.cr, autodesk.com.gt, autodesk.com.hn, autodesk.com.ni, autodesk.com.sv, autodesk.com.bo, autodesk.com.py","autodesk.com"
